title,authors,author_corresponding,author_corresponding_institution,doi,date,version,type,license,category,jatsxml,abstract,funder,published,server,_source,_server,_query_hash,_query_label
A common human brain-derived neurotrophic factor polymorphism leads to sustained depression of excitatory synaptic transmission by isoflurane in hippocampus,"Williams, R. A.; Johnson, K. W.; Lee, F. S.; Hemmings, H. C.; Platholi, J.",Jimcy  Platholi,Weill Cornell Medicine,10.1101/2021.12.30.474566,2022-01-01,1,new results,cc_no,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474566.source.xml,"Multiple presynaptic and postsynaptic targets have been identified for the reversible neurophysiological effects of general anesthetics on synaptic transmission and neuronal excitability. However, the synaptic mechanisms involved in persistent depression of synaptic transmission resulting in more prolonged neurological dysfunction following anesthesia are less clear. Here, we show that brain-derived neurotrophic factor (BDNF), a growth factor implicated in synaptic plasticity and dysfunction, enhances glutamate synaptic vesicle exocytosis, and that attenuation of vesicular BDNF release by isoflurane contributes to transient depression of excitatory synaptic transmission in mice. This reduction in synaptic vesicle exocytosis was irreversible in neurons that release less endogenous BDNF due to a polymorphism (BDNF Val66Met) compared to wild-type mouse hippocampal neurons following isoflurane exposure. These effects were prevented by exogenous application of BDNF. Our findings identify a role for a common human BDNF single nucleotide polymorphism (Val66Met; rs6265) in persistent changes of synaptic function following isoflurane exposure. These persistent alterations in excitatory synaptic transmission have important implications for the role of genotype in anesthetic effects on synaptic plasticity and neurocognitive function.",NA,NA,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
Microglia influence neurofilament deposition in ALS iPSC-derived motor neurons,"Allison, R. L.; Adelman, J. W.; Abrudan, J.; Urrutia, R. A.; Zimmermann, M. T.; Mathison, A.; Ebert, A.",Allison  Ebert,Medical College of Wisconsin,10.1101/2021.12.30.474573,2022-01-01,1,new results,cc_by_nc_nd,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474573.source.xml,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease in which upper and lower motor neuron loss is the primary phenotype, leading to muscle weakness and wasting, respiratory failure, and death. Although a portion of ALS cases are linked to one of over 50 unique genes, the vast majority of cases are sporadic in nature. However, the mechanisms underlying the motor neuron loss in either familial or sporadic ALS are not entirely clear. Here we used induced pluripotent stem cells derived from a set of identical twin brothers discordant for ALS to assess the role of astrocytes and microglia on the expression and accumulation of neurofilament proteins in motor neurons. We found that motor neurons derived from the affected twin exhibited increased transcript levels of all three neurofilament isoforms and increased expression of phosphorylated neurofilament puncta. We further found that treatment of the motor neurons with astrocyte conditioned medium and microglial conditioned medium significantly impacted neurofilament deposition. Together, these data suggest that glial-secreted factors can alter neurofilament pathology in ALS iPSC-derived motor neurons.",NA,10.3390/genes13020241,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
INFLUENCE OF RAT CENTRAL THALAMIC NEURONS ON FORAGING BEHAVIOR IN A HAZARDOUS ENVIRONMENT,"Herzallah, M.; Amir, A.; Pare, D.",Mohammad  Herzallah,Rutgers University - Newark,10.1101/2021.12.31.474632,2022-01-01,1,new results,cc_by,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.31.474632.source.xml,"The basolateral amygdala (BL) is a major regulator of foraging behavior. Following BL inactivation, rats become indifferent to predators. However, at odds with the view that the amygdala detects threats and generate defensive behaviors, most BL neurons have reduced firing rates during foraging and at proximity of the predator. In search of the signals determining this unexpected activity pattern, this study considered the contribution of the central medial thalamic nucleus (CMT), which sends a strong projection to BL, mostly targeting its principal neurons. Inactivation of CMT or BL with muscimol abolished the rats normally cautious behavior in the foraging task. Moreover, unit recordings revealed that CMT neurons showed large but heterogeneous activity changes during the foraging task, with many neurons decreasing or increasing their discharge rates, with a modest bias for the latter. A generalized linear model revealed that CMT neurons encode many of the same task variables as principal BL cells. However, the nature (inhibitory vs. excitatory) and relative magnitude of the activity modulations seen in CMT neurons differed markedly from those of principal BL cells but were very similar to those of fast-spiking BL interneurons. Together, these findings suggest that, during the foraging task, CMT inputs fire some principal BL neurons, recruiting feedback interneurons in BL, resulting in the widespread inhibition of principal BL cells.",NA,10.1523/JNEUROSCI.0461-22.2022,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
Muscarinic acetylcholine receptors modulate HCN channel properties in vestibular ganglion neurons,"Bronson, D.; Kalluri, R.",Radha  Kalluri,University of Southern California,10.1101/2021.12.30.474193,2022-01-01,1,new results,cc_no,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474193.source.xml,"Vestibular efferent neurons play an important role in shaping vestibular afferent excitability and, accordingly, on the information encoded by their spike patterns. Efferent- modulation is linked to muscarinic signaling cascades that affect ion channel conductances, most notably low-voltage gated potassium channels such as KCNQ. Here we tested and found that muscarinic signaling cascades also modulate hyperpolarization- activated cyclic-nucleotide gated channels (HCN). HCN channels play a key role in controlling spike-timing regularity and a non-chemical form of transmission between type I hair cells and vestibular afferents. The impact of cholinergic efferent input on HCN channels was assessed using voltage-clamp methods, which measure currents in the disassociated cell bodies of vestibular ganglion neurons (VGN). Membrane properties in VGN were characterized before and after administration of the muscarinic acetylcholine receptor (mAChR) agonist oxotremorine-M (Oxo-M). We found that Oxo-M shifted the voltage-activation range of HCN channels in the positive direction by 3.2 {+/-} 0.7 mV, which more than doubled the available current when held near rest at -70 mV (a 139 {+/-} 43% increase, n=12). This effect was not blocked by pre-treating the cells with a KCNQ channel blocker, linopirdine, which suggests that this effect is not dependent on KCNQ currents. We also found that HCN channel properties in the baseline condition and sensitivity to mAChR activation depended on cell size and firing patterns. Large-bodied neurons with onset firing patterns had the most depolarized activation range and least sensitivity to mAChR activation. Together, our results highlight the complex and dynamic regulation of HCN channels in VGN.

Significance StatementVestibular afferents express a diverse complement of ion channels. This diversity is key to shaping their various response properties, allowing them to encode both fast and slow head movements. In vitro studies that characterized afferent diversity identified low-voltage activated potassium channels and hyperpolarization-activated cyclic- nucleotide gated (HCN) channels as crucial for shaping the timing and sensitivity of afferent responses. Afferent excitability is known to be controlled by a network of acetylcholine-releasing efferent neurons that close a type of low-voltage activated potassium channel found on the afferent neuron. Here, we show that the same efferent signaling cascade that shuts these potassium channels also enhances the activation of HCN channels by depolarizing their voltage-activation range. The size of this effect varies from cell to cell depending on the endogenous properties of the HCN channel and on cell type (as determined by discharge patterns and cell size). Simultaneously controlling two ion-channel groups gives the vestibular efferent system robust and flexible control over the excitability and timing properties vestibular afferent activity.",NA,10.1523/JNEUROSCI.2552-21.2022,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
The synaptic organization in the  C. elegans neural network suggests significant local compartmentalized computations,"Ruach, R.; Ratner, N.; Emmons, S. W.; Zaslaver, A.",Alon  Zaslaver,Hebrew University,10.1101/2021.12.30.474568,2022-01-01,1,new results,cc_by,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474568.source.xml,"Neurons are characterized by elaborate tree-like dendritic structures that support local computations by integrating multiple inputs from upstream presynaptic neurons. It is less clear if simple neurons, consisting of a few or even a single neurite, may perform local computations as well. To address this question, we focused on the compact neural network of C. elegans animals for which the full wiring diagram is available, including the coordinates of individual synapses. We find that the positions of the chemical synapses along the neurites are not randomly distributed, nor can they be explained by anatomical constraints. Instead, synapses tend to form clusters, an organization that supports local compartmentalized computations. In mutually-synapsing neurons, connections of opposite polarity cluster separately, suggesting that positive and negative feedback dynamics may be implemented in discrete compartmentalized regions along neurites. In triple-neuron circuits, the non-random synaptic organization may facilitate local functional roles, such as signal integration and coordinated activation of functionally-related downstream neurons. These clustered synaptic topologies emerge as a guiding principle in the network presumably to facilitate distinct parallel functions along a single neurite, effectively increasing the computational capacity of the neural network.",NA,NA,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
Impaired endogenous neurosteroid signaling contributes to behavioral deficits associated with chronic stress,"Walton, N. L.; Antonoudiou, P.; Barros, L.; DiLeo, A.; Gabby, J.; Howard, S.; Paracha, R.; Sanchez, E. J.; Weiss, G. L.; Kong, D.; Maguire, J.",Jamie  Maguire,Tufts University School of Medicine,10.1101/2021.12.30.474579,2022-01-01,1,new results,cc_no,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474579.source.xml,"Chronic stress is a major risk factor for psychiatric illnesses, including depression; however, the pathophysiological mechanisms whereby stress leads to mood disorders remain unclear. The recent FDA approval of antidepressants with novel mechanisms of action, like Zulresso(R), a synthetic neuroactive steroid analog with molecular pharmacology similar to allopregnanolone, has spurred interest in new therapeutic targets and, potentially, novel pathophysiological mechanisms for depression. Allopregnanolone acts as a positive allosteric modulator of GABAA receptors (GABAARS), acting preferentially at {delta} subunit-containing receptors ({delta}-GABAARS). Accumulating clinical and preclinical evidence supports the antidepressant effects of exogenous administration of allopregnanolone and allopregnanolone analogs; however, the role of endogenous neurosteroids in the pathophysiology of depression remains unknown. Here, we examine whether altered neurosteroid signaling may contribute to behavioral deficits following chronic unpredictable stress (CUS) in mice. We first identified reductions in expression of {delta}-GABAARs, the predominant site of action of 5a-reduced neuroactive steroids, following CUS. Additionally, utilizing LC-MS/MS we discovered a decrease in levels of allopregnanolone in the BLA, but not plasma of mice following CUS, an indication of impaired neurosteroid synthesis. CRISPR knockdown the rate-limiting enzymes involved in allopregnanolone synthesis, 5-reductase type 1 and 2, in the BLA mimicked the behavioral deficits associated with CUS in mice. Furthermore, overexpression expression of 5-reductase type 1 and 2 in the BLA improved behavioral outcomes. Collectively, this suggests chronic stress impairs endogenous neurosteroid signaling in the BLA which is sufficient to induce behavioral deficits similar to those observed following CUS. Further, these studies suggest that the therapeutic efficacy of allopregnanolone-based treatments may be due to their ability to directly target the underlying pathophysiology of mood disorders. Therefore, targeting endogenous neurosteroidogenesis may offer a novel therapeutic strategy for the treatment of mood disorders.",NA,10.1016/j.biopsych.2023.01.022,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
V1 receptive field structure contributes to neuronal response latency,"Vafaei, A.; Mohammadi, M.; Khadir, A.; Zabeh, E.; YazdaniBanafsheDaragh, F.; Khorasani, M.; Lashgari, R.",Reza  Lashgari,"Institute of Medical Science and Technology, Shahid Beheshti University, Tehran, Iran",10.1101/2021.12.30.474591,2022-01-01,1,new results,cc_by_nc_nd,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474591.source.xml,"The timing of neuronal responses is considered to be important for information transferring and communication across individual neurons. However, the sources of variabilities in the timing of neuronal responses are not well understood and sometimes over-interpreted. A systematic variability in the response latencies of the primary visual cortex has been reported in presence of drifting grating stimulus. Whereas the response latencies are systematically dependent on stimulus orientation. To understand the underlying mechanism of these systematic latencies, we recorded the neuronal response of the cat visual cortex, area 17, and simulated the response latency of V1 neurons, with two geometric models. We showed that outputs of these two models significantly predict the response latencies of the electrophysiology recording during orientation tasks. The periodic patterns created in the raster plots were dependent on the relative position of the stimulus rotation center and the receptive-field sub-regions. We argue the position of stimulus is contributing to systematic response latencies, dependent on drifting orientation. Therefore, we provide a toolbox based on our geometrical model for determining the exact location of RF sub-regions. Our result indicates that a major source of neuronal variability is the lack of fine-tuning in the task parameters. Considering the simplicity of the orientation selectivity task, we argue fine-tuning of stimulus properties is crucial for deduction of neural variability in higher-order cortical areas and understanding their neural dynamics.",NA,NA,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
A systematic characterization of intrinsically formed microglia-like cells during retinal organoid differentiation.,"Bartalska, K.; Hübschmann, V.; Korkut-Demirbas, M.; Cubero, R. J. A.; Venturino, A.; Rössler, K.; Czech, T.; Siegert, S.",Sandra  Siegert,IST Austria,10.1101/2021.12.30.474511,2022-01-01,1,new results,cc_by_nd,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474511.source.xml,"Brain organoids differentiated from human induced pluripotent stem cells provide a unique opportunity to investigate the development, organization and connectivity of neurons in a complex cellular environment. However, organoids usually lack microglia, brain-resident immune cells which are both present in the early human embryonic brain and participate in neuronal circuit development.

Here, we find that microglia innately develop in unguided retinal organoid differentiation between week 3 and 4 in 2.5D culture and appear later in floating, non-pigmented, 3D-cystic compartments. We enriched for cystic structures using a low-dosed BMP4 application and performed mass spectrometry, thus defining the protein composition of microglia-containing compartments. We found that cystic compartments expressed both mesenchymal and epithelial markers with microglia enriched in the mesenchymal region. Interestingly, microglia-like cells started to express the border-associated macrophage marker CD163. The preferential localization of human microglia to a mesenchymal compartment provides insight into the behavior and migration of microglia. The model will ultimately allow detailed study of these enigmatic cells and how they enter and distribute within the human brain.",NA,10.1016/j.isci.2022.104580,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
Oxytocin modulates social brain network correlations in resting and task state,"Wu, Q.; Huang, Q.; Liu, C.; Wu, H.",Haiyan  Wu,Beijing Normal University,10.1101/2021.12.30.474596,2022-01-01,1,new results,cc_no,neuroscience,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474596.source.xml,"The effects of oxytocin (OT) on the social brain can be tracked upon assessing the neural activity in resting and task states, and developing a system-level framework for characterizing the state-based functional relationships of its distinct effect. Here, we contribute to this framework by examining how OT modulates social brain network correlations during resting and task states, using fMRI. First, we investigated network activation, followed by an analysis of the relationships between networks and individual differences. Subsequently, we evaluated the functional connectivity in both states. Finally, the relationship between networks across states was represented by the predictive power of networks in the resting state for task-evoked activities. The differences in the predicted accuracy between the subjects displayed individual variations in this relationship. Our results showed that the activity of the dorsal default mode network (DDMN) in the resting state had the largest predictive power for task-evoked activation of the precuneus network (PN) only in the OT group. The results also demonstrated that OT reduced the individual variation in PN in the prediction process. These findings suggest a distributed but modulatory effect of OT on the association between resting and task-dependent brain networks.",NA,10.1093/cercor/bhac295,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
Memory persistence and differentiation into antibody-secreting cells accompanied by positive selection in longitudinal BCR repertoires,"Mikelov, A. I.; Alekseeva, E. I.; Komech, E. A.; Staroverov, D. B.; Turchaninova, M. A.; Shugay, M.; Chudakov, D. M.; Bazykin, G. A.; Zvyagin, I. V.",Ivan V. Zvyagin,"Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry Moscow, Russia; Institute of Translational Medicine, Pirogov Russian National Research Medical Universit",10.1101/2021.12.30.474135,2022-01-01,1,new results,cc_by_nc_nd,immunology,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474135.source.xml,"The stability and plasticity of B cell-mediated immune memory ensures the ability to respond to the repeated challenges. We have analyzed the longitudinal dynamics of immunoglobulin heavy chain repertoires from memory B cells, plasmablasts, and plasma cells from the peripheral blood of generally healthy volunteers. We reveal a high degree of clonal persistence in individual memory B cell subsets, with inter-individual convergence in memory and antibody-secreting cells (ASCs). ASC clonotypes demonstrate clonal relatedness to memory B cells, and are transient in peripheral blood. We identify two clusters of expanded clonal lineages with differing prevalence of memory B cells, isotypes, and persistence. Phylogenetic analysis revealed signs of reactivation of persisting memory B cell-enriched clonal lineages, accompanied by new rounds of affinity maturation during proliferation and differentiation into ASCs. Negative selection contributes to both persisting and reactivated lineages, preserving the functionality and specificity of BCRs to protect against current and future pathogens.",NA,10.7554/eLife.79254,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
Genome-scale CRISPR screening reveals that C3aR signaling is critical for rapid capture of fungi by macrophages,"Cohen, A.; Jeng, E.; Voorhies, M.; Symington, J.; Ali, N.; Bassik, M.; Sil, A.",Anita  Sil,University of California San Francisco,10.1101/2021.12.30.474615,2022-01-01,1,new results,cc_by,microbiology,https://www.biorxiv.org/content/early/2022/01/01/2021.12.30.474615.source.xml,"The fungal pathogen Histoplasma capsulatum (Hc) invades, replicates within, and destroys macrophages. To interrogate the molecular mechanisms underlying this interaction, we conducted a host-directed CRISPR-Cas9 screen and identified 361 genes that modify macrophage susceptibility to Hc infection, greatly expanding our understanding of host gene networks targeted by Hc. We identified pathways that have not been previously implicated in Hc interaction with macrophages, including the ragulator complex (involved in nutrient stress sensing), glycosylation enzymes, protein degradation machinery, mitochondrial respiration genes, solute transporters, and the ER membrane complex (EMC). The highest scoring protective hits included the complement C3a receptor (C3aR), a G-protein coupled receptor (GPCR) that recognizes the complement fragment C3a. Although it is known that the complement system reacts with the fungal surface, leading to opsonization and release of small peptide fragments such as C3a, a role for C3aR in macrophage susceptibility to fungi has not been elucidated. We demonstrated that whereas C3aR is dispensable for macrophage phagocytosis of bacteria and latex beads, it is critical for optimal macrophage capture of pathogenic fungi, including Hc, the ubiquitous fungal pathogen Candida albicans, and the causative agent of Valley Fever Coccidioides posadasii. We showed that C3aR localizes to the early phagosome during H. capsulatum infection where it coordinates the formation of actin-rich membrane protrusions that promote Hc capture. We also showed that the EMC promotes surface expression of C3aR, likely explaining its identification in our screen. Taken together, our results provide new insight into host processes that affect Hc-macrophage interactions and uncover a novel and specific role for C3aR in macrophage recognition of fungi.",NA,10.1371/journal.ppat.1010237,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
An in vitro and computational validation of a novel loss-of-functional mutation in PAX9 associated with non-syndromic tooth agenesis,"Sarkara, T.; Ranjan, P.; Kanathur, S.; Gupta, A.; DAS, P.",PARIMAL  DAS,BANARAS HINDU UNIVERSITY,10.1101/2021.12.31.471205,2022-01-01,1,new results,cc_by_nc_nd,molecular biology,https://www.biorxiv.org/content/early/2022/01/01/2021.12.31.471205.source.xml,"Congenital tooth agenesis (CTA) is one of the most common craniofacial anomalies. Its frequency varies among different population depending upon the genetic heterogeneity. CTA could be of familial or sporadic and syndromic or non-syndromic. Five major genes are found to be associated with non-syndromic CTA namely, PAX9, MSX1, EDA1, AXIN2 and WNT10A. In this study, an India family with CTA was investigated and a novel c.336C>G variation was identified in the exon 3 of PAX9, leading to substitution of evolutionary conserved Cys with Trp at 112 amino acid position located at the functionally significant DNA binding paired domain region. Functional analysis revealed that p.Cys112Trp mutation did not prevent the nuclear localization although mutant protein had higher cytoplasmic retention. EMSA using e5 probe revealed that mutant protein was unable to bind with the paired-domain binding site. Subsequently, GST pull-down assay revealed lower binding activity of the mutant protein with its known interactor MSX1. Further RNA-sequencing of PAX9 over-expressed HEK293, identified two potential novel targets, WNT4 and WNT7b those are up-regulated by wild-type PAX9 but not by mutant. These in vitro results were consistent with the computational results. The in vitro and computational observations altogether suggest that c.336C>G (p.Cys112Trp) variation leads to loss-of-function of PAX9 leading to CTA in this family.",NA,10.1007/s00438-022-01970-7,bioRxiv,biorxiv,biorxiv,b704ee8eeada2c36,biorxiv_2022-01-01_2022-01-30
